Accession	Title	Platform	Total Bases	Date Created	FASTQ	FASTQ_FTP	FASTQ_Aspera
SRR768413	GSM840136:_CSHL_RnaSeq_K562_cell_total	Illumina Genome Analyzer II	2.04e+10	2011/12/05	SRR768413_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768413/SRR768413_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR768/SRR768413/SRR768413_1.fastq.gz
SRR768413	GSM840136:_CSHL_RnaSeq_K562_cell_total	Illumina Genome Analyzer II	2.04e+10	2011/12/05	SRR768413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR768/SRR768413/SRR768413_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR768/SRR768413/SRR768413_2.fastq.gz
SRR545723	GSM984621:_CSHL_RnaSeq_HMEpC_cell_total	Illumina HiSeq 2000	2.97e+10	2012/08/20	SRR545723_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545723/SRR545723_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545723/SRR545723_1.fastq.gz
SRR545723	GSM984621:_CSHL_RnaSeq_HMEpC_cell_total	Illumina HiSeq 2000	2.97e+10	2012/08/20	SRR545723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545723/SRR545723_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545723/SRR545723_2.fastq.gz
SRR545722	GSM984620:_CSHL_RnaSeq_HWP_cell_total	Illumina HiSeq 2000	6.16e+10	2012/08/20	SRR545722_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545722/SRR545722_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545722/SRR545722_1.fastq.gz
SRR545722	GSM984620:_CSHL_RnaSeq_HWP_cell_total	Illumina HiSeq 2000	6.16e+10	2012/08/20	SRR545722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545722/SRR545722_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545722/SRR545722_2.fastq.gz
SRR545721	GSM984620:_CSHL_RnaSeq_HWP_cell_total	Illumina HiSeq 2000	6.16e+10	2012/08/20	SRR545721_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545721/SRR545721_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545721/SRR545721_1.fastq.gz
SRR545721	GSM984620:_CSHL_RnaSeq_HWP_cell_total	Illumina HiSeq 2000	6.16e+10	2012/08/20	SRR545721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545721/SRR545721_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545721/SRR545721_2.fastq.gz
SRR545720	GSM984619:_CSHL_RnaSeq_HVMF_cell_total	Illumina HiSeq 2000	8.39e+10	2012/08/20	SRR545720_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545720/SRR545720_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545720/SRR545720_1.fastq.gz
SRR545720	GSM984619:_CSHL_RnaSeq_HVMF_cell_total	Illumina HiSeq 2000	8.39e+10	2012/08/20	SRR545720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545720/SRR545720_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545720/SRR545720_2.fastq.gz
SRR545719	GSM984619:_CSHL_RnaSeq_HVMF_cell_total	Illumina HiSeq 2000	8.39e+10	2012/08/20	SRR545719_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545719/SRR545719_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545719/SRR545719_1.fastq.gz
SRR545719	GSM984619:_CSHL_RnaSeq_HVMF_cell_total	Illumina HiSeq 2000	8.39e+10	2012/08/20	SRR545719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545719/SRR545719_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545719/SRR545719_2.fastq.gz
SRR545718	GSM984618:_CSHL_RnaSeq_HAoEC_cell_total	Illumina HiSeq 2000	7.15e+10	2012/08/20	SRR545718_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545718/SRR545718_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545718/SRR545718_1.fastq.gz
SRR545718	GSM984618:_CSHL_RnaSeq_HAoEC_cell_total	Illumina HiSeq 2000	7.15e+10	2012/08/20	SRR545718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545718/SRR545718_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545718/SRR545718_2.fastq.gz
SRR545717	GSM984618:_CSHL_RnaSeq_HAoEC_cell_total	Illumina HiSeq 2000	7.15e+10	2012/08/20	SRR545717_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545717/SRR545717_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545717/SRR545717_1.fastq.gz
SRR545717	GSM984618:_CSHL_RnaSeq_HAoEC_cell_total	Illumina HiSeq 2000	7.15e+10	2012/08/20	SRR545717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545717/SRR545717_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545717/SRR545717_2.fastq.gz
SRR545716	GSM984617:_CSHL_RnaSeq_NHEM_M2_cell_total	Illumina HiSeq 2000	5.74e+10	2012/08/20	SRR545716_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545716/SRR545716_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545716/SRR545716_1.fastq.gz
SRR545716	GSM984617:_CSHL_RnaSeq_NHEM_M2_cell_total	Illumina HiSeq 2000	5.74e+10	2012/08/20	SRR545716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545716/SRR545716_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545716/SRR545716_2.fastq.gz
SRR545715	GSM984617:_CSHL_RnaSeq_NHEM_M2_cell_total	Illumina HiSeq 2000	5.74e+10	2012/08/20	SRR545715_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545715/SRR545715_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545715/SRR545715_1.fastq.gz
SRR545715	GSM984617:_CSHL_RnaSeq_NHEM_M2_cell_total	Illumina HiSeq 2000	5.74e+10	2012/08/20	SRR545715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545715/SRR545715_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545715/SRR545715_2.fastq.gz
SRR545714	GSM984616:_CSHL_RnaSeq_NHEM.f_M2_cell_total	Illumina HiSeq 2000	5.80e+10	2012/08/20	SRR545714_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545714/SRR545714_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545714/SRR545714_1.fastq.gz
SRR545714	GSM984616:_CSHL_RnaSeq_NHEM.f_M2_cell_total	Illumina HiSeq 2000	5.80e+10	2012/08/20	SRR545714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545714/SRR545714_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545714/SRR545714_2.fastq.gz
SRR545713	GSM984616:_CSHL_RnaSeq_NHEM.f_M2_cell_total	Illumina HiSeq 2000	5.80e+10	2012/08/20	SRR545713_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545713/SRR545713_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545713/SRR545713_1.fastq.gz
SRR545713	GSM984616:_CSHL_RnaSeq_NHEM.f_M2_cell_total	Illumina HiSeq 2000	5.80e+10	2012/08/20	SRR545713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545713/SRR545713_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545713/SRR545713_2.fastq.gz
SRR545712	GSM984615:_CSHL_RnaSeq_SkMC_cell_total	Illumina HiSeq 2000	8.58e+10	2012/08/20	SRR545712_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545712/SRR545712_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545712/SRR545712_1.fastq.gz
SRR545712	GSM984615:_CSHL_RnaSeq_SkMC_cell_total	Illumina HiSeq 2000	8.58e+10	2012/08/20	SRR545712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545712/SRR545712_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545712/SRR545712_2.fastq.gz
SRR545711	GSM984615:_CSHL_RnaSeq_SkMC_cell_total	Illumina HiSeq 2000	8.58e+10	2012/08/20	SRR545711_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545711/SRR545711_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545711/SRR545711_1.fastq.gz
SRR545711	GSM984615:_CSHL_RnaSeq_SkMC_cell_total	Illumina HiSeq 2000	8.58e+10	2012/08/20	SRR545711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545711/SRR545711_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545711/SRR545711_2.fastq.gz
SRR545710	GSM984614:_CSHL_RnaSeq_HAoAF_cell_total	Illumina HiSeq 2000	8.22e+10	2012/08/20	SRR545710_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545710/SRR545710_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545710/SRR545710_1.fastq.gz
SRR545710	GSM984614:_CSHL_RnaSeq_HAoAF_cell_total	Illumina HiSeq 2000	8.22e+10	2012/08/20	SRR545710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545710/SRR545710_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545710/SRR545710_2.fastq.gz
SRR545709	GSM984614:_CSHL_RnaSeq_HAoAF_cell_total	Illumina HiSeq 2000	8.22e+10	2012/08/20	SRR545709_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545709/SRR545709_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545709/SRR545709_1.fastq.gz
SRR545709	GSM984614:_CSHL_RnaSeq_HAoAF_cell_total	Illumina HiSeq 2000	8.22e+10	2012/08/20	SRR545709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545709/SRR545709_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545709/SRR545709_2.fastq.gz
SRR545708	GSM984613:_CSHL_RnaSeq_HSaVEC_cell_total	Illumina HiSeq 2000	5.16e+10	2012/08/20	SRR545708_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545708/SRR545708_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545708/SRR545708_1.fastq.gz
SRR545708	GSM984613:_CSHL_RnaSeq_HSaVEC_cell_total	Illumina HiSeq 2000	5.16e+10	2012/08/20	SRR545708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545708/SRR545708_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545708/SRR545708_2.fastq.gz
SRR545707	GSM984613:_CSHL_RnaSeq_HSaVEC_cell_total	Illumina HiSeq 2000	5.16e+10	2012/08/20	SRR545707_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545707/SRR545707_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545707/SRR545707_1.fastq.gz
SRR545707	GSM984613:_CSHL_RnaSeq_HSaVEC_cell_total	Illumina HiSeq 2000	5.16e+10	2012/08/20	SRR545707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545707/SRR545707_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545707/SRR545707_2.fastq.gz
SRR545706	GSM984612:_CSHL_RnaSeq_NHDF_cell_total	Illumina HiSeq 2000	7.42e+10	2012/08/20	SRR545706_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545706/SRR545706_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545706/SRR545706_1.fastq.gz
SRR545706	GSM984612:_CSHL_RnaSeq_NHDF_cell_total	Illumina HiSeq 2000	7.42e+10	2012/08/20	SRR545706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545706/SRR545706_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545706/SRR545706_2.fastq.gz
SRR545705	GSM984612:_CSHL_RnaSeq_NHDF_cell_total	Illumina HiSeq 2000	7.42e+10	2012/08/20	SRR545705_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545705/SRR545705_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545705/SRR545705_1.fastq.gz
SRR545705	GSM984612:_CSHL_RnaSeq_NHDF_cell_total	Illumina HiSeq 2000	7.42e+10	2012/08/20	SRR545705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545705/SRR545705_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545705/SRR545705_2.fastq.gz
SRR545704	GSM984611:_CSHL_RnaSeq_HCH_cell_total	Illumina HiSeq 2000	7.96e+10	2012/08/20	SRR545704_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545704/SRR545704_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545704/SRR545704_1.fastq.gz
SRR545704	GSM984611:_CSHL_RnaSeq_HCH_cell_total	Illumina HiSeq 2000	7.96e+10	2012/08/20	SRR545704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545704/SRR545704_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545704/SRR545704_2.fastq.gz
SRR545703	GSM984611:_CSHL_RnaSeq_HCH_cell_total	Illumina HiSeq 2000	7.96e+10	2012/08/20	SRR545703_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545703/SRR545703_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545703/SRR545703_1.fastq.gz
SRR545703	GSM984611:_CSHL_RnaSeq_HCH_cell_total	Illumina HiSeq 2000	7.96e+10	2012/08/20	SRR545703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545703/SRR545703_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545703/SRR545703_2.fastq.gz
SRR545702	GSM984610:_CSHL_RnaSeq_HOB_cell_total	Illumina HiSeq 2000	8.14e+10	2012/08/20	SRR545702_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545702/SRR545702_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545702/SRR545702_1.fastq.gz
SRR545702	GSM984610:_CSHL_RnaSeq_HOB_cell_total	Illumina HiSeq 2000	8.14e+10	2012/08/20	SRR545702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545702/SRR545702_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545702/SRR545702_2.fastq.gz
SRR545701	GSM984610:_CSHL_RnaSeq_HOB_cell_total	Illumina HiSeq 2000	8.14e+10	2012/08/20	SRR545701_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545701/SRR545701_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545701/SRR545701_1.fastq.gz
SRR545701	GSM984610:_CSHL_RnaSeq_HOB_cell_total	Illumina HiSeq 2000	8.14e+10	2012/08/20	SRR545701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545701/SRR545701_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545701/SRR545701_2.fastq.gz
SRR545700	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545700_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545700/SRR545700_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545700/SRR545700_1.fastq.gz
SRR545700	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545700/SRR545700_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545700/SRR545700_2.fastq.gz
SRR545699	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545699_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545699/SRR545699_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545699/SRR545699_1.fastq.gz
SRR545699	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545699/SRR545699_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545699/SRR545699_2.fastq.gz
SRR545698	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545698_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545698/SRR545698_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545698/SRR545698_1.fastq.gz
SRR545698	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545698/SRR545698_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545698/SRR545698_2.fastq.gz
SRR545697	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545697_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545697/SRR545697_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545697/SRR545697_1.fastq.gz
SRR545697	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545697/SRR545697_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545697/SRR545697_2.fastq.gz
SRR545696	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545696_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545696/SRR545696_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545696/SRR545696_1.fastq.gz
SRR545696	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545696/SRR545696_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545696/SRR545696_2.fastq.gz
SRR545695	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545695_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545695/SRR545695_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545695/SRR545695_1.fastq.gz
SRR545695	GSM984609:_CSHL_RnaSeq_Monocytes-CD14+_cell_longPolyA	Illumina Genome Analyzer II	3.09e+10	2015/07/22	SRR545695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545695/SRR545695_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545695/SRR545695_2.fastq.gz
SRR545694	GSM984608:_CSHL_RnaSeq_hMSC-BM_cell_total	Illumina HiSeq 2000	7.35e+10	2012/08/20	SRR545694_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545694/SRR545694_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545694/SRR545694_1.fastq.gz
SRR545694	GSM984608:_CSHL_RnaSeq_hMSC-BM_cell_total	Illumina HiSeq 2000	7.35e+10	2012/08/20	SRR545694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545694/SRR545694_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545694/SRR545694_2.fastq.gz
SRR545693	GSM984608:_CSHL_RnaSeq_hMSC-BM_cell_total	Illumina HiSeq 2000	7.35e+10	2012/08/20	SRR545693_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545693/SRR545693_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545693/SRR545693_1.fastq.gz
SRR545693	GSM984608:_CSHL_RnaSeq_hMSC-BM_cell_total	Illumina HiSeq 2000	7.35e+10	2012/08/20	SRR545693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR545/SRR545693/SRR545693_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR545/SRR545693/SRR545693_2.fastq.gz
